SectorName,Weight
Capital Goods,0.41395516452074443
Financial Services,0.21313562529822824
Healthcare,0.10809139710766925
Telecommunication,0.06415864711215642
Automobile and Auto Components,0.0430269040264348
Metals & Mining,0.03260997959813876
Chemicals,0.03251393027712504
Information Technology,0.032418808663405
Construction,0.03130390032886002
Textiles,0.028785643067238003
