Date,Drawdown
2026-01-02,0.0
2026-01-05,-0.000248325409088368
2026-01-06,0.0
2026-01-07,-0.004387677957132352
2026-01-08,-0.023971380827755517
2026-01-09,-0.03328749095749317
2026-01-12,-0.034511354086757096
2026-01-13,-0.03181076801756488
2026-01-14,-0.018514546676315802
2026-01-15,-0.018514546676315802
2026-01-16,-0.014082367858472833
2026-01-19,-0.012672226965329547
2026-01-20,-0.038933157242255434
2026-01-21,-0.04783452126838417
2026-01-22,-0.03690864074285527
2026-01-23,-0.051855920583752546
2026-01-27,-0.03848249323368402
2026-01-28,-0.018100403853029357
2026-01-29,-0.004995350287210432
2026-01-30,-0.011144957296577718
2026-02-02,-0.04027883780221686
2026-02-03,-0.017195283815284568
2026-02-04,-0.004903582083585212
2026-02-05,-0.009672620949816912
2026-02-06,-0.010539992395530828
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,-0.003683639909489833
2026-02-13,-0.024420768562829487
2026-02-16,-0.02097508596562858
2026-02-17,-0.019884828576064217
2026-02-18,-0.009078924599838278
2026-02-19,-0.02194084818396458
2026-02-20,-0.01654941527811926
2026-02-23,-0.016307491716332945
2026-02-24,-0.011998414580868144
2026-02-25,-0.0035325962924218635
2026-02-26,0.0
2026-02-27,-0.015590633693653988
2026-03-02,-0.027725843220519075
2026-03-04,-0.05976342219424435
2026-03-05,-0.04344389723335251
2026-03-06,-0.04638674053510161
2026-03-09,-0.07806909878843138
2026-03-10,-0.0636593890191558
2026-03-11,-0.07554894918632382
2026-03-12,-0.07635705949504157
2026-03-13,-0.11054735724626019
2026-03-16,-0.11179693726761863
2026-03-17,-0.09549499163078579
2026-03-18,-0.08795595092693775
2026-03-19,-0.1131586721853538
2026-03-20,-0.10106862331810251
2026-03-23,-0.14328366287594096
2026-03-24,-0.1198556799445788
2026-03-25,-0.09891664233031716
2026-03-27,-0.10622113300575575
2026-03-30,-0.12583356880326202
2026-04-01,-0.10797579896208054
2026-04-02,-0.11134913085769715
2026-04-06,-0.10811151466140534
2026-04-07,-0.10285515131707212
2026-04-08,-0.09098889321034953
2026-04-09,-0.08690356346543826
2026-04-10,-0.07450977786161139
2026-04-13,-0.07464258310787808
2026-04-15,-0.0629122704904993
2026-04-16,-0.06149816353402515
2026-04-17,-0.045471034504884544
2026-04-20,-0.045402920195297236
2026-04-21,-0.04907381753252271
2026-04-22,-0.03583145851878544
2026-04-23,-0.030039135339652412
2026-04-24,-0.02976227530190545
2026-04-27,-0.022218867542363463
2026-04-28,-0.01711959928149287
2026-04-29,-0.0062127087227589195
2026-04-30,-0.009902580742239708
2026-05-01,-0.009902580742240374
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,-0.008381574429618621
2026-05-11,-0.009200197292448808
2026-05-12,-0.03128588766154583
2026-05-13,-0.017041664773272958
2026-05-14,-0.006345244314025056
2026-05-15,-0.018448956295302854
2026-05-18,-0.027988716178109274
2026-05-19,-0.01524507029998301
2026-05-20,-0.0015811077179738176
2026-05-21,0.0
2026-05-22,-0.005865713606482026
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,-0.01294420599533852
2026-06-01,-0.031189104018927605
2026-06-02,-0.021807937722165494
2026-06-03,-0.013377312329463042
2026-06-04,-0.007629975044524007
2026-06-05,-0.009711660077807105
2026-06-08,-0.03236313907134092
2026-06-09,-0.016273861600665684
2026-06-10,-0.03342726379654126
2026-06-11,-0.03976105117600781
2026-06-12,-0.013494867386744214
2026-06-15,-0.002745910119133943
2026-06-16,-0.004676258909839803
2026-06-17,0.0
2026-06-18,0.0
2026-06-19,0.0
2026-06-22,0.0
2026-06-23,-0.007845215920501136
2026-06-24,-0.015982554492102397
2026-06-25,-0.02196135944911537
2026-06-26,-0.02196135944911537
2026-06-29,-0.006948829240831955
2026-06-30,-0.012058821507206718
2026-07-01,-0.016252016069637665
2026-07-02,-0.007460850462410629
2026-07-03,-0.018647234770334253
2026-07-06,-0.012652138403163149
2026-07-07,-0.0307645432112712
2026-07-08,-0.040425189258793126
2026-07-09,-0.024497861083048966
2026-07-10,-0.01316803369748154
2026-07-13,-0.012963860827602591
2026-07-14,-0.01940058048234139
2026-07-15,-0.010127269680985429
2026-07-16,-0.009996872072904783
2026-07-17,-0.021899142966927743
2026-07-20,-0.017894323448270022
2026-07-21,-0.008169830392087962
2026-07-22,-0.012151499352757833
2026-07-23,-0.021326709935409638
2026-07-24,-0.03789172440760025
