Year,1,2,3,4,5,6,7,8,9
2026,-0.008719755315506617,0.0073619602603001155,-0.11198891323358318,0.13261889718450082,0.0574361470467446,0.04154443172500799,0.0013973625567731407,0.03420717719293975,-0.006902180848983197
