Date,Drawdown
2026-01-02,0.0
2026-01-05,-0.0006375693045558295
2026-01-06,-0.0006226948677289235
2026-01-07,-0.001588287268019184
2026-01-08,-0.020212630095236328
2026-01-09,-0.025166664359290714
2026-01-12,-0.023843088209661634
2026-01-13,-0.023637403215731156
2026-01-14,-0.012943746285280167
2026-01-15,-0.012943746285280167
2026-01-16,-0.006597652986204183
2026-01-19,-0.002466642726440371
2026-01-20,-0.023714499923573662
2026-01-21,-0.031775656293081544
2026-01-22,-0.020063059220972623
2026-01-23,-0.03110481759299699
2026-01-27,-0.019318388149597854
2026-01-28,-0.002929075171458684
2026-01-29,0.0
2026-01-30,-0.01654430987705313
2026-02-02,-0.04354202335078072
2026-02-03,-0.019423065518250016
2026-02-04,-0.008380642754441059
2026-02-05,-0.015205655424969655
2026-02-06,-0.013459872735985035
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,-0.0017090205334322484
2026-02-13,-0.024824677706306364
2026-02-16,-0.0169658329532123
2026-02-17,-0.011866222892747413
2026-02-18,-0.000628833580200161
2026-02-19,-0.015554115763728227
2026-02-20,-0.0044618104617917265
2026-02-23,-0.0038697904019343587
2026-02-24,-0.000759391575335111
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,-0.008683500824751889
2026-03-02,-0.01850589113551737
2026-03-04,-0.04749200644441398
2026-03-05,-0.03006646483509612
2026-03-06,-0.04030401982764842
2026-03-09,-0.06924123640636182
2026-03-10,-0.05128715991962729
2026-03-11,-0.06511815197159831
2026-03-12,-0.0653459928453175
2026-03-13,-0.0967910341662761
2026-03-16,-0.10421391699588234
2026-03-17,-0.09028199314768548
2026-03-18,-0.08443189214936175
2026-03-19,-0.11422769831658719
2026-03-20,-0.10613655087754537
2026-03-23,-0.14577829572889545
2026-03-24,-0.12801619271559117
2026-03-25,-0.10534849612781794
2026-03-27,-0.12427556597553269
2026-03-30,-0.14206268150148527
2026-04-01,-0.12610055768198558
2026-04-02,-0.12624709151696534
2026-04-06,-0.12279580509591992
2026-04-07,-0.11802643158013881
2026-04-08,-0.11394994845278805
2026-04-09,-0.10441150440966773
2026-04-10,-0.0971463339600307
2026-04-13,-0.09458657197485476
2026-04-15,-0.08843888861620575
2026-04-16,-0.08625136617241091
2026-04-17,-0.0769954595041683
2026-04-20,-0.07331962539179848
2026-04-21,-0.07486338855764574
2026-04-22,-0.0665297421693688
2026-04-23,-0.06149173494663229
2026-04-24,-0.06718490931234544
2026-04-27,-0.05570418930970433
2026-04-28,-0.05073016518183704
2026-04-29,-0.047667431713955044
2026-04-30,-0.051269960550070603
2026-05-01,-0.07351472924742519
2026-05-04,-0.06776847256257967
2026-05-05,-0.06507156895190547
2026-05-06,-0.06440415195900917
2026-05-07,-0.055400921651749147
2026-05-08,-0.06223324520129814
2026-05-11,-0.07438768561956954
2026-05-12,-0.08944232181225475
2026-05-13,-0.07781167469233408
2026-05-14,-0.06093867982909407
2026-05-15,-0.06757925698381462
2026-05-18,-0.07215556546276813
2026-05-19,-0.07115927573006497
2026-05-20,-0.06036834289581705
2026-05-21,-0.05768926603354174
2026-05-22,-0.059518894128567146
2026-05-25,-0.05452756654658142
2026-05-26,-0.0455493299544516
2026-05-27,-0.027198705496065623
2026-05-28,-0.027198705496065623
2026-05-29,-0.0461871085782567
2026-06-01,-0.058045651516833274
2026-06-02,-0.051067303089884386
2026-06-03,-0.05115008051324743
2026-06-04,-0.049419550370522036
2026-06-05,-0.052426881432585004
2026-06-08,-0.07410316241435899
2026-06-09,-0.0657551072211987
2026-06-10,-0.08557421127718468
2026-06-11,-0.09266078153281232
2026-06-12,-0.07217023347748874
2026-06-15,-0.06555596022277665
2026-06-16,-0.06648130450129419
2026-06-17,-0.05933949782697412
2026-06-18,-0.053637377163885946
2026-06-19,-0.04595600380918874
2026-06-22,-0.04304003560624092
2026-06-23,-0.0555889244595299
2026-06-24,-0.06565154912268012
2026-06-25,-0.07023351529069322
2026-06-26,-0.07023351529069322
2026-06-29,-0.05781853792163849
2026-06-30,-0.06262902113242264
2026-07-01,-0.06182727371337027
2026-07-02,-0.061342343616192396
2026-07-03,-0.07182269938971098
2026-07-06,-0.06820294619469869
2026-07-07,-0.08000257830963853
2026-07-08,-0.09085134009692308
2026-07-09,-0.07884868859031802
2026-07-10,-0.06590089826738821
2026-07-13,-0.07037052293298529
2026-07-14,-0.0692669966773809
2026-07-15,-0.06404511708000082
2026-07-16,-0.0653057322633871
2026-07-17,-0.07224721592694894
2026-07-20,-0.06702691193619337
2026-07-21,-0.06278656240651881
2026-07-22,-0.07367343554674743
2026-07-23,-0.08190030291341222
2026-07-24,-0.09036336183513394
