Date,Axis Nifty500 Momentum50,Edelweiss Midcap150 Momentum50,ICICI Pru Active Momentum,Kotak Active Momentum,Nippon Active Momentum
2025-08-28,0.0,0.0,0.0,0.0,0.0
2025-08-29,-0.49099051582772724,-0.6003046829428427,-0.10121457489880026,0.009974067424689537,-0.36339177301989434
2025-08-31,-0.49099051582772724,,,,
2025-09-01,1.037601051026571,1.2198644217537025,0.9109311740890691,0.05984440454818163,1.153943586921402
2025-09-02,0.9925296560189478,1.068089275500217,0.809716599190291,0.06981847197287117,0.8150108755470731
2025-09-03,1.6446264348526585,1.678021486377057,1.4170040485829816,0.18950728106921222,1.491129222463905
2025-09-04,1.0366420851753544,0.685819784003594,1.5182186234817596,0.11968880909636326,1.1845174139783587
2025-09-05,1.0510265729437362,0.6161617877753267,1.5182186234817596,0.14961101137043187,1.4701643124819919
2025-09-08,0.9388275683503089,0.8829009440640689,1.8218623481781382,0.3091960901655755,2.0152519720118445
2025-09-09,1.4979046596150791,1.1105636634442861,1.8218623481781382,0.35906642728904536,2.125317749416933
2025-09-10,2.6764736907718856,2.094836813401524,2.1255060728744946,0.5186515060841668,2.5655808590371976
2025-09-11,2.243021126017708,1.8377251850467458,2.1255060728744946,0.5186515060841668,2.5253981149051974
2025-09-12,3.0993776311625476,2.1809182396348437,2.4291497975708287,0.6882106523040221,2.9010194187478744
2025-09-15,3.386108420679146,2.4572849238575944,2.3279352226720507,0.8078994614003632,3.091450684416963
2025-09-16,3.9442265460926995,2.9664112540138454,3.0364372469635414,1.3066028326351509,3.6286765027035983
2025-09-17,4.135060750486685,3.1346098302723613,3.0364372469635414,1.545980450827833,4.047101164426037
2025-09-18,4.310551501261051,3.2767574485918383,3.34008097165992,1.7554358667464687,4.484743660298585
2025-09-19,3.95956999971232,2.8457839922526817,3.441295546558698,1.7255136644723779,4.00779195820995
2025-09-22,3.8934013559777103,2.307208753121892,3.2388663967611198,1.1370436864153177,3.6548826401809897
2025-09-23,3.447482235157606,1.8751026464375542,2.7327935222672073,1.0771992818671583,3.3605003625182484
2025-09-24,2.7675754466383484,1.0199516358302851,2.4291497975708287,0.6183921803311287,2.610131292748763
2025-09-25,1.9649210291621477,0.3715093132174552,2.0242914979756943,-0.14961101137044297,2.231889375158347
2025-09-26,0.10836314118853885,-1.6734908849963315,1.1133603238866252,-1.8152802712946392,0.40182744132009063
2025-09-30,0.17165488736947676,-1.8020466991737205,1.4170040485829816,-0.9475364053461055,0.6184648444665708
2025-10-01,1.2418607773377222,-0.6388147946788103,2.0242914979756943,-0.27927388789148466,1.4133843479476438
2025-10-03,1.7999789027512758,0.12119358693374327,2.6315789473684292,0.45880710153600734,1.882474208793039
2025-10-06,3.4618667229260103,1.8213017550417154,2.9352226720647634,1.3265509674845521,2.928972632057092
2025-10-07,3.561599171453511,1.981571778884006,3.1376518218623417,1.526032315978454,3.173563248512812
2025-10-08,3.3045963233249376,1.5194504380525276,2.7327935222672073,1.176939956114098,2.756012124706264
2025-10-09,4.39589946202017,2.5014582873194247,3.34008097165992,1.9549172152403704,3.228596137215334
2025-10-10,4.7257837148419135,2.6011315176948546,3.34008097165992,1.8352284061440294,3.4199009408003356
2025-10-13,5.251297001313793,2.8939216319226357,3.34008097165992,2.0845800917614232,3.7763044104929477
2025-10-14,4.836064787732908,2.212632449299745,2.9352226720647634,1.2567324955116588,3.051267940284963
2025-10-15,6.407809817892396,3.232584085130008,3.9473684210526105,1.91502094554159,4.090778060221711
2025-10-16,6.594808158881471,3.596164845931238,4.352226720647767,2.433672451625779,4.379045572473084
2025-10-17,6.679197153789351,3.304507382048638,4.95951417004048,2.2940355076800367,4.472514129475802
2025-10-20,7.26704322059093,3.971638435356839,5.06072874493928,2.6630760023937716,5.48319749818742
2025-10-23,6.875785153290703,3.404180612424046,4.6558704453441235,1.7454617993217791,5.056910995221764
2025-10-24,6.4145225788509785,2.880896152953105,4.352226720647767,1.3066028326351509,4.636739257667499
2025-10-27,6.91510275319096,3.646001461118953,4.95951417004048,1.8850987432674993,5.805532989159401
2025-10-28,6.550695729725087,3.9019804391285495,5.06072874493928,1.9249950129662796,5.712064432156683
2025-10-29,7.000450713950079,4.33691817167583,5.465587044534415,2.6929982046678624,5.593263275592486
2025-10-30,6.572751944303268,4.137571710924992,5.263157894736836,2.333931777378817,5.239480419647613
2025-10-31,5.903393780147503,3.5231088986674486,4.85829959514168,2.064631956912044,4.503961494448672
2025-11-03,6.672484392830769,4.213459284051746,5.364372469635614,2.5633353281468096,5.032451933576176
2025-11-04,6.415481544702195,4.068480039869304,5.06072874493928,2.2242170357071656,5.0534168435580895
2025-11-06,5.802702365768764,3.362838874825158,4.149797570850189,1.1470177538400073,4.022642102780494
2025-11-07,6.6053567832449644,4.187974651285287,4.5546558704453455,2.0746060243367337,4.46901997781215
2025-11-10,6.884415845951719,4.415071045492924,4.95951417004048,2.433672451625779,4.956454134891741
2025-11-11,6.659058870913603,4.860202631146748,5.465587044534415,2.683024137243173,5.028084243996633
2025-11-12,7.565281600322216,5.723282194170243,5.668016194331971,3.1817275084779606,5.320719445827571
2025-11-13,7.3495142837963545,5.226615017810943,5.668016194331971,3.1119090365050894,4.931121535330241
2025-11-14,7.731182692584326,5.6383334182821265,5.769230769230749,2.9622980251346576,4.906662473684675
2025-11-17,8.207788720643649,6.47196407233106,6.174089068825905,3.909834430480741,5.791556382504792
2025-11-18,7.253617698673764,5.732909722104251,5.870445344129549,2.9822461599840366,5.011487023594263
2025-11-19,7.838586867921649,6.260158457783316,6.275303643724683,3.171753441053249,5.3731317207823315
2025-11-20,8.653707841463776,6.42722438369665,6.3765182186234615,3.4610013963694453,5.816888982066271
2025-11-21,7.373488430077013,5.300803615419891,5.566801619433193,2.3239577099541275,4.554626693571628
2025-11-24,6.657140939211148,4.822825169755984,5.161943319838058,1.91502094554159,4.364195427902562
2025-11-25,6.871949289885793,4.993289046704841,5.161943319838058,2.2042689008577643,4.568603300226259
2025-11-26,8.64124128539785,6.473663047848821,6.3765182186234615,3.5806902054657863,5.900748621993945
2025-11-27,8.754399255842515,6.376255118163754,6.57894736842104,3.5507680031916955,5.753120714204596
2025-11-28,8.457119841962424,6.336046030910025,6.680161943319818,3.8400159585078697,5.835233278300445
2025-11-30,8.456160876111207,,,,
2025-12-01,8.135866281801718,6.171245405687031,6.781376518218618,3.9497307001795434,6.199498589236274
2025-12-02,7.646793697676446,5.773118809357958,6.477732793522262,3.87991222820665,5.9225870698917715
2025-12-03,6.4260301690656885,4.309734563391632,5.870445344129549,3.121883103929779,4.892685867030067
2025-12-04,6.347394969265152,4.1007605747067855,6.072874493927127,2.802712946339514,4.448055067830214
2025-12-05,6.95442035309124,4.88908521494873,6.275303643724683,3.510871733492915,4.829791137084305
2025-12-08,4.9051103290211895,3.370201102068804,5.06072874493928,1.9349690803909914,3.0757270019305283
2025-12-09,5.080601079795555,3.4273999445001424,5.465587044534415,2.2740873728306354,3.4880368982415755
2025-12-10,4.019984848339542,2.1729896872186183,5.06072874493928,1.6157989228007263,2.6529346506285245
2025-12-11,4.70852232951986,3.1278139282013173,5.566801619433193,2.1743466985836735,3.3281794596294434
2025-12-12,5.592688844350269,4.12058195574736,6.57894736842104,3.640534610013968,4.3563335866593444
2025-12-15,5.367331869312153,3.9348272991386324,6.680161943319818,3.5806902054657863,4.098639901464929
2025-12-16,4.542621237257749,2.9471561981458727,6.680161943319818,2.952323957709946,3.568402386505598
2025-12-17,3.6287267810393375,2.2568058127615753,6.174089068825905,2.683024137243173,3.3447766800318135
2025-12-18,4.088071423776607,2.749508712912796,6.3765182186234615,2.702972272092574,3.092324222332876
2025-12-19,5.257050796421159,3.897449837747846,7.1862348178137525,3.74027528426093,4.261117953824778
2025-12-22,6.021346579848297,5.042559336719976,8.1983805668016,5.176540993417111,5.412440926998441
2025-12-23,6.1191610966733645,5.029533857750446,8.502024291497978,5.196489128266513,5.684111218847465
2025-12-24,5.795989604810181,4.512478975177969,7.9959514170040435,4.967085577498498,5.609860495994834
2025-12-26,5.199512845347587,4.117184004711838,7.591093117408909,4.568122880510672,5.285777929191027
2025-12-29,4.688384046644112,3.7337818628700337,7.1862348178137525,4.0694195092758845,4.724093049258804
2025-12-30,3.223084225970707,2.287953697253897,7.388663967611331,4.687811689607035,5.3687640312027884
2025-12-31,4.118758331015848,3.2648646199675113,8.2995951417004,5.61539996010374,6.4371009023646675
2026-01-01,4.590569529819044,3.877628456707294,8.502024291497978,5.894673847995224,6.7035299667182136
2026-01-02,5.36061910835357,4.625177684522908,9.109311740890668,6.612806702573315,7.399739685701068
2026-01-05,5.526520200615681,4.623478709005147,9.008097165991892,6.343506882106542,7.479231636049177
2026-01-06,5.650226795423818,4.429795499980194,9.311740890688247,6.692599241970876,7.4504048848240245
2026-01-07,5.333768064519218,4.688606103852733,9.615384615384603,7.181328545780974,7.43468120233759
2026-01-08,3.694895424773925,2.729121006699642,8.097165991902822,4.837422700977445,5.533862697310399
2026-01-09,2.470296032758279,1.8241333809046578,7.1862348178137525,4.079393576700596,4.406998785782301
2026-01-12,2.4664601693533683,1.5098229101185412,7.1862348178137525,3.83004189108318,3.8199813062886
2026-01-13,2.5259160521293955,1.2781959145302224,7.1862348178137525,4.238978655495718,4.235785354263322
2026-01-14,2.7810009685555137,1.7335213532906346,7.388663967611331,4.837422700977445,4.756413952147609
2026-01-16,2.874020656124454,2.2958822496701226,7.388663967611331,4.997007779772589,4.844641281654827
2026-01-19,3.2115766357560194,2.3695045221065136,7.1862348178137525,4.777578296429286,4.5188116390191935
2026-01-20,0.7508702615099949,-0.053234566223225865,5.465587044534415,2.6431278675443926,2.4546415437162183
2026-01-21,0.07767623394931977,-1.2634714600429198,4.85829959514168,1.7155395970476883,1.4692907745660788
2026-01-22,1.0002013828287692,0.17612712867476343,5.566801619433193,2.872531418312385,2.573442700280415
2026-01-23,-0.4113963501759632,-1.6355470984329656,4.6558704453441235,1.4861360462796736,1.3810634450588388
2026-01-27,-0.15822936545228927,-0.8727070909574808,5.364372469635614,2.453620586475158,2.3410816146475
2026-01-28,0.9388275683503089,0.6161617877753267,6.680161943319818,3.9198084979054526,4.082042681062581
2026-01-29,0.983898963357932,1.3518181869665913,7.0850202429149745,4.5880710153600734,4.844641281654827
2026-01-30,0.32413045771442217,0.9106508775208688,6.57894736842104,3.3014163175743017,4.365068965818475
2026-01-31,0.32413045771442217,,,,
2026-02-02,-1.583252620374176,-0.49326922532378914,5.263157894736836,1.9249950129662796,2.7298059872288727
2026-02-03,1.4566691280123667,2.3813973507308406,7.591093117408909,4.398563734290861,5.386234789521049
2026-02-04,2.476049827865645,3.085339540257248,8.2995951417004,4.897267105525627,5.9741258069306635
2026-02-05,1.830665809990517,2.965278603668664,7.692307692307687,4.398563734290861,5.360902189959571
2026-02-06,2.3561790964623963,3.3741653782769054,7.8947368421052655,4.3885896668661495,5.484944574019246
2026-02-09,3.937513785134117,5.102589805014257,9.109311740890668,6.144025533612596,7.503690697694743
2026-02-10,3.99409277035645,5.483160320993119,9.514170040485826,6.343506882106542,7.557850048481374
2026-02-11,4.679753353983074,5.576603974470062,10.121457489878537,7.041691601835232,7.705477956270701
2026-02-12,5.266640454933413,5.631537516211083,10.020242914979738,6.552962298025133,7.749154852066353
2026-02-13,3.4867998350578633,3.2150280047797963,8.502024291497978,4.2888489926191875,6.040514688540077
2026-02-16,3.613383327419717,3.7428430656314404,8.906882591093112,4.747656094155195,6.621417402622365
2026-02-17,3.945185511943916,4.1760818226609375,9.311740890688247,5.126670656293619,7.109725097617869
2026-02-18,4.717153022180898,5.014809403263176,9.91902834008096,5.784959106323551,7.710719183766179
2026-02-19,3.1406131627652822,3.1640587392469,8.502024291497978,3.9696788350289225,6.179407217170252
2026-02-20,3.9164165364071524,3.817031663240411,9.008097165991892,4.41851186914024,6.797872061636845
2026-02-23,4.136978682189119,3.4081448886321697,9.615384615384603,4.937163375224429,7.482725787712807
2026-02-24,3.851206858523759,3.1617934385565594,9.109311740890668,4.797526431278665,7.063427588074456
2026-02-25,4.98662242637542,4.076974917458132,10.020242914979738,6.413325354079391,8.0557666605519
2026-02-26,5.462269488583527,4.579871670715896,10.323886639676116,6.981847197287072,8.548442045126968
2026-02-27,3.497348459421379,2.98906426091734,9.311740890688247,5.605425892679028,6.819710509534671
2026-02-28,3.497348459421379,,,,
2026-03-02,1.794225107643932,1.4514914173420213,8.1983805668016,4.099341711549975,5.6910995221747696
2026-03-04,-0.5130467304059305,-0.9259416571807177,5.870445344129549,1.5160582485537644,3.4539689195209666
2026-03-05,1.452833264607456,0.863645888196074,7.0850202429149745,3.072012766806309,5.302375149593375
2026-03-06,0.2934435504751809,-0.10137220589316875,6.477732793522262,2.3738280470775974,4.566856224394411
2026-03-09,-1.9543724047986544,-2.1537346313506234,4.149797570850189,-0.19948134849391286,2.1593857281375417
2026-03-10,0.3902991014490098,-0.4287081556487937,5.161943319838058,1.226810293237568,3.9117027874594923
2026-03-11,-1.7232616346531726,-2.1571325823861343,4.149797570850189,-0.319170157590265,2.3734025175362827
2026-03-12,-2.9747120705031715,-2.6039631435577526,3.542510121457476,-0.8477957310991324,1.7531905972378858
2026-03-13,-5.51405364454971,-5.344410653709142,1.1133603238866252,-3.929782565330142,-0.9757418520750849
2026-03-16,-4.911823089979761,-5.398777870277549,1.3157894736842035,-4.348693397167369,-0.8324816338653229
2026-03-17,-3.5395429568752967,-4.186275675767492,2.530364372469629,-3.321364452423703,0.20091372066006752
2026-03-18,-2.1068479751436,-2.375167773832376,3.1376518218623417,-1.9848394175144612,1.1801497243987935
2026-03-19,-5.693380258728986,-5.650226246906442,0.6072874493926905,-5.196489128266501,-1.6474925094123627
2026-03-20,-5.513094678698483,-5.115048958811164,1.0121457489878471,-4.1292639138240546,-1.7226167701808959
2026-03-23,-9.074693850151982,-9.02948855173662,-1.8218623481781493,-7.410732096548978,-5.172218000122286
