SectorName,Weight
Capital Goods,0.4343152927166725
Healthcare,0.12546209609601663
Financial Services,0.12012793534533185
Power,0.08454366700831095
Telecommunication,0.06242913783333724
Automobile and Auto Components,0.046021913865547104
Fast Moving Consumer Goods,0.04441057054044382
Textiles,0.03064382440953142
Information Technology,0.026835167145370917
Consumer Durables,0.0252103950394375
