SectorName,Weight
Capital Goods,0.4150427150784124
Financial Services,0.21810327662463652
Power,0.1279230756522735
Healthcare,0.07460161194469878
Telecommunication,0.06565402259422941
Metals & Mining,0.03337003558679936
Chemicals,0.033271747599507934
Construction,0.03203351491944206
